id,name,cuisine,mealType,servings,difficulty,totalTimeMinutes,ingredientsCount,stepsCount,calories,protein,carbs,fat,fiber,equipment,dietTags,variantGroup,variantType
"gen-la-bandera-dominicana","La Bandera Dominicana","Dominican","lunch","3","medium","45","10","6","520","38","62","8","5","stovetop","high-protein","",""
"gen-guisado-de-carne","Guisado de Carne","Dominican","lunch","4","medium","50","11","6","420","40","28","16","4","stovetop","high-protein","",""
"gen-habichuelas-guisadas","Habichuelas Guisadas","Dominican","lunch","4","easy","30","9","6","180","9","26","5","7","stovetop","vegetarian;vegan;dairy-free","",""
"gen-pescado-a-la-sal","Pescado a la Sal","Dominican","dinner","3","medium","40","7","6","340","48","1","15","0","oven;stovetop","high-protein;gluten-free;dairy-free","",""
"gen-caldo-de-res","Caldo de Res","Dominican","dinner","4","medium","60","12","6","480","42","48","12","8","stovetop","high-protein;dairy-free","",""
"gen-asopao-de-pollo","Asopao de Pollo","Dominican","dinner","4","medium","50","12","6","480","38","52","12","2","stovetop","high-protein;dairy-free","",""
"gen-masitas-de-cerdo","Masitas de Cerdo","Cuban","dinner","4","medium","45","10","8","385","42","8","19","1","stovetop","gluten-free;high-protein","",""
"gen-camarones-enchilados","Camarones Enchilados","Cuban","dinner","3","medium","30","10","8","245","38","9","6","2","stovetop","gluten-free;dairy-free;high-protein","",""
"gen-sandwich-cubano","Sandwich Cubano","Cuban","lunch","2","easy","15","7","8","520","28","42","24","1","oven;stovetop","high-protein","",""
"gen-frita-cubana","Frita Cubana","Cuban","lunch","2","easy","20","10","8","485","22","35","28","2","stovetop","high-protein","",""
"gen-tamales-en-cazuela","Tamales en Cazuela","Cuban","dinner","4","hard","90","10","9","425","38","35","15","2","oven;stovetop","gluten-free;high-protein","",""
"gen-arroz-blanco","Arroz Blanco","Cuban","lunch","3","easy","25","5","8","240","4","45","5","1","stovetop","vegetarian;vegan;gluten-free;dairy-free","",""
"gen-flan-cubano","Flan Cubano","Cuban","snack","4","medium","50","6","9","385","9","62","10","0","oven;stovetop","vegetarian;gluten-free","",""
"gen-ropa-vieja-tacos","Ropa Vieja Tacos","Cuban","lunch","3","medium","50","9","9","410","38","32","14","2","stovetop","gluten-free;high-protein","",""
"gen-vaca-vieja","Vaca Vieja","Cuban","dinner","4","medium","75","10","8","380","42","12","17","2","oven;stovetop","gluten-free;dairy-free;high-protein","",""
"gen-malanga-frita","Malanga Frita","Cuban","snack","3","easy","20","5","7","285","2","32","17","3","stovetop","vegetarian;vegan;gluten-free;dairy-free","",""
"gen-quesitos","Quesitos","Puerto Rican","snack","4","easy","25","5","6","320","6","28","20","0","stovetop","vegetarian","",""
"gen-bu-uelos-de-viento","Buñuelos de Viento","Puerto Rican","snack","3","medium","30","6","8","280","2","32","15","0","stovetop","vegan","",""
"gen-cabezada","Cabezada","Puerto Rican","lunch","4","hard","90","9","7","420","38","14","22","1","stovetop","high-protein","",""
"gen-gandinga","Gandinga","Puerto Rican","lunch","4","hard","75","9","8","380","42","8","18","1","stovetop","high-protein","",""
"gen-arroz-con-ma-z","Arroz con Maíz","Puerto Rican","lunch","4","easy","35","8","7","310","7","58","8","3","stovetop","vegetarian;vegan","",""
"gen-pupusas","Pupusas","Salvadoran","snack","3","medium","40","7","8","340","12","42","14","2","stovetop","vegetarian","",""
"gen-curtido","Curtido","Salvadoran","snack","4","easy","15","8","7","80","1","8","1","2","stovetop","vegetarian;vegan;gluten-free","",""
"gen-tamales-salvadore-os","Tamales Salvadoreños","Salvadoran","breakfast","4","hard","120","8","9","410","18","48","16","3","stovetop","","",""
"gen-yuca-con-chicharr-n","Yuca con Chicharrón","Salvadoran","lunch","4","medium","50","9","8","450","35","32","20","3","stovetop","high-protein","",""
"gen-enchiladas-salvadore-as","Enchiladas Salvadoreñas","Salvadoran","lunch","4","medium","45","9","9","320","9","52","9","4","oven;stovetop","vegetarian","",""
"gen-patac-n","Patacón","Venezuelan","snack","2","easy","20","5","8","280","2","35","14","2","stovetop","vegetarian;vegan;gluten-free;dairy-free","",""
"gen-bollo-pel-n","Bollo Pelón","Venezuelan","breakfast","4","medium","45","7","7","320","6","42","14","1","stovetop","vegetarian","",""
"gen-ajiaco","Ajiaco","Venezuelan","lunch","4","medium","60","10","8","380","28","48","6","5","stovetop","gluten-free;dairy-free;high-protein","",""
"gen-arepa-de-huevo","Arepa de Huevo","Venezuelan","breakfast","3","medium","25","6","8","420","12","32","28","1","stovetop","vegetarian;gluten-free","",""
"gen-relleno-de-papas","Relleno de Papas","Venezuelan","lunch","4","medium","50","10","8","480","22","38","28","3","stovetop","high-protein","",""
"gen-tamale-loco","Tamale Loco","Venezuelan","lunch","3","hard","90","10","8","520","26","48","24","3","stovetop","gluten-free;high-protein","",""
"gen-dulce-de-lechoza","Dulce de Lechoza","Venezuelan","snack","4","easy","35","6","8","240","1","62","1","2","stovetop","vegetarian;vegan;gluten-free;dairy-free","",""
"gen-bu-uelos-de-queso","Buñuelos de Queso","Venezuelan","breakfast","4","medium","30","7","8","380","14","28","24","1","stovetop","vegetarian","",""
"gen-asado-negro","Asado Negro","Venezuelan","dinner","4","hard","120","10","9","520","52","8","28","1","oven;stovetop","gluten-free;dairy-free;high-protein","",""
"gen-pernil","Pernil","Puerto Rican","dinner","6","hard","120","9","8","580","62","3","32","0","oven;stovetop","gluten-free;dairy-free;high-protein","",""
"gen-pollo-guisado","Pollo Guisado","Salvadoran","lunch","4","easy","45","10","7","380","38","18","16","2","stovetop","gluten-free;high-protein","",""
"gen-ropa-vieja-salvadore-a","Ropa Vieja Salvadoreña","Salvadoran","lunch","4","medium","90","10","7","420","42","12","22","1","stovetop","gluten-free;high-protein","",""
"gen-cazuela-de-mariscos","Cazuela de Mariscos","Salvadoran","lunch","4","hard","50","12","7","340","45","8","12","1","stovetop","gluten-free;high-protein","",""
"gen-ceviche-salvadore-o","Ceviche Salvadoreño","Salvadoran","lunch","3","easy","30","9","7","280","38","14","8","3","stovetop","vegetarian;vegan;gluten-free;dairy-free;high-protein","",""
"gen-sopa-de-pata","Sopa de Pata","Salvadoran","lunch","4","hard","120","11","7","420","36","38","14","4","stovetop","gluten-free;high-protein","",""
"gen-atol-de-elote","Atol de Elote","Salvadoran","breakfast","4","easy","25","8","7","240","6","32","10","1","stovetop","vegetarian;gluten-free","",""
"gen-atol-shuco","Atol Shuco","Salvadoran","breakfast","4","easy","20","8","7","280","9","28","14","2","stovetop","vegetarian;gluten-free","",""
"gen-ayote-en-dulce","Ayote en Dulce","Salvadoran","dinner","6","medium","40","8","7","160","1","38","6","2","stovetop","vegetarian;gluten-free;dairy-free","",""
"gen-arroz-con-leche","Arroz con Leche","Salvadoran","dinner","6","easy","40","8","7","220","4","42","5","0","stovetop","vegetarian;gluten-free","",""
"gen-torrejas","Torrejas","Salvadoran","dinner","4","easy","20","8","7","310","8","32","16","1","stovetop","vegetarian","",""
"gen-yuca-frita","Yuca Frita","Dominican","snack","4","easy","25","5","6","280","1","28","18","2","stovetop","vegetarian;vegan;gluten-free;dairy-free","",""
"gen-casabe","Casabe","Dominican","snack","4","hard","120","3","9","160","1","38","1","2","stovetop","vegetarian;vegan;gluten-free;dairy-free","",""
"gen-alcapurrias","Alcapurrias","Dominican","snack","3","hard","60","10","8","420","14","38","22","3","stovetop","","",""
"gen-pastelitos","Pastelitos","Dominican","snack","4","medium","45","10","8","390","12","32","24","1","stovetop","","",""
"gen-quipes","Quipes","Dominican","snack","3","medium","50","10","8","380","15","36","20","6","stovetop","","",""
"gen-cachapa","Cachapa","Venezuelan","breakfast","2","medium","30","7","8","340","12","28","22","2","stovetop","vegetarian","",""
"gen-pabell-n-criollo","Pabellón Criollo","Venezuelan","lunch","4","medium","75","12","8","620","35","68","18","8","stovetop","dairy-free;high-protein","",""
"gen-hallaca","Hallaca","Venezuelan","lunch","4","hard","120","12","10","580","32","62","20","4","stovetop","high-protein","",""
"gen-teque-os","Tequeños","Venezuelan","snack","3","medium","40","7","9","420","14","28","28","1","stovetop","vegetarian","",""
"gen-pastel-de-carne","Pastel de Carne","Venezuelan","lunch","4","medium","60","14","9","480","32","18","32","1","oven;stovetop","high-protein","",""
"gen-arroz-con-gandules","Arroz con Gandules","Puerto Rican","lunch","4","easy","35","10","6","380","8","62","10","5","stovetop","vegetarian","",""
"gen-bacala-tos","Bacalaítos","Puerto Rican","snack","3","medium","30","9","7","420","18","35","22","1","stovetop","","",""
"gen-pasteles","Pasteles","Puerto Rican","dinner","4","hard","90","10","8","520","22","68","16","8","stovetop","high-protein","",""
"gen-rellenos-de-papa","Rellenos de Papa","Puerto Rican","snack","3","medium","45","9","7","480","16","45","24","3","stovetop","","",""
"gen-ara-itas","Arañitas","Puerto Rican","snack","3","easy","20","5","7","310","1","28","22","2","stovetop","vegetarian;gluten-free","",""
"gen-caldo-santo","Caldo Santo","Puerto Rican","lunch","4","medium","50","9","8","520","38","48","18","6","stovetop","high-protein","",""
"gen-piononos","Piononos","Puerto Rican","snack","3","medium","40","9","7","450","14","42","24","3","stovetop","","",""
"gen-empanadillas","Empanadillas","Puerto Rican","snack","4","medium","45","9","7","480","12","38","30","1","stovetop","","",""
"gen-sorullitos-de-ma-z","Sorullitos de Maíz","Puerto Rican","breakfast","3","easy","25","7","8","420","8","38","26","2","stovetop","vegetarian","",""
"gen-longaniza","Longaniza","Puerto Rican","breakfast","4","hard","120","8","8","520","32","2","42","0","stovetop","high-protein","",""
"gen-semita-de-m-jico","Semita de Méjico","Salvadoran","snack","6","medium","90","9","8","185","3","28","8","0","oven;stovetop","vegetarian","",""
"gen-quesadillas-salvadore-as","Quesadillas Salvadoreñas","Salvadoran","snack","4","medium","45","9","8","420","14","42","21","2","stovetop","vegetarian","",""
"gen-chicharrones-prensados","Chicharrones Prensados","Salvadoran","snack","3","hard","120","8","8","520","42","1","40","0","stovetop","gluten-free;high-protein","",""
"gen-pastelitos-de-queso","Pastelitos de Queso","Salvadoran","snack","6","medium","60","7","8","310","10","32","15","1","stovetop","vegetarian","",""
"gen-pepi-n","Pepián","Guatemalan","lunch","4","medium","75","9","8","380","38","18","18","3","stovetop","gluten-free;high-protein;dairy-free","",""
"gen-fiambre","Fiambre","Guatemalan","lunch","6","hard","120","13","8","520","45","32","22","4","stovetop","gluten-free;high-protein","",""
"gen-kaq-ik","Kaq ik","Guatemalan","lunch","4","medium","60","8","8","340","36","16","14","2","stovetop","gluten-free;high-protein;dairy-free","",""
"gen-rellenitos-de-pl-tano","Rellenitos de Plátano","Guatemalan","lunch","4","medium","60","8","8","380","7","58","12","5","stovetop","vegetarian;dairy-free;gluten-free","",""
"gen-enchiladas-guatemaltecas","Enchiladas Guatemaltecas","Guatemalan","lunch","4","medium","75","9","8","420","32","46","12","3","oven;stovetop","gluten-free;dairy-free;high-protein","",""
"gen-hilachas","Hilachas","Guatemalan","lunch","4","easy","50","9","7","460","48","12","24","1","stovetop","gluten-free;high-protein;dairy-free","",""
"gen-pulique","Pulique","Guatemalan","breakfast","4","easy","25","7","7","240","6","38","6","1","stovetop","vegetarian","",""
"gen-tostadas-guatemaltecas","Tostadas Guatemaltecas","Guatemalan","breakfast","4","easy","20","8","7","320","10","32","16","5","stovetop","vegetarian","",""
"gen-h-gado-encebollado","Hígado Encebollado","Guatemalan","lunch","4","medium","30","8","8","280","34","12","11","2","stovetop","high-protein;gluten-free;dairy-free","",""
"gen-chow-mein-guatemalteco","Chow Mein Guatemalteco","Guatemalan","lunch","4","medium","35","10","9","450","38","48","10","4","stovetop","dairy-free;high-protein","",""
"gen-consom-de-pollo","Consomé de Pollo","Guatemalan","lunch","4","easy","45","10","8","320","32","22","12","3","stovetop","gluten-free;dairy-free;high-protein","",""
"gen-molotes","Molotes","Guatemalan","snack","4","medium","40","9","8","420","18","32","24","2","stovetop","","",""
"gen-totopos","Totopos","Guatemalan","snack","4","easy","15","7","7","380","8","28","28","4","stovetop","vegetarian","",""
"gen-chapines","Chapines","Guatemalan","snack","4","medium","35","8","9","340","5","38","18","1","stovetop","vegetarian","",""
"gen-quesadillas-guatemaltecas","Quesadillas Guatemaltecas","Guatemalan","breakfast","4","medium","30","8","9","380","12","40","18","1","stovetop","vegetarian","",""
"gen-tamalitos-de-pollo","Tamalitos de Pollo","Guatemalan","snack","4","hard","60","10","10","420","26","45","12","3","stovetop","dairy-free;high-protein","",""
"gen-pat-n-en-escabeche","Patín en Escabeche","Guatemalan","lunch","4","medium","45","10","6","220","28","6","9","1","stovetop","dairy-free;high-protein","",""
"gen-salte-as","Salteñas","Bolivian","breakfast","6","hard","90","11","7","310","12","38","12","2","oven;stovetop","","",""
"gen-api","Api","Bolivian","breakfast","4","easy","30","9","7","180","4","35","4","2","stovetop","vegetarian","",""
"gen-picana","Picana","Bolivian","lunch","4","medium","75","10","6","420","35","28","18","3","stovetop","dairy-free;high-protein","",""
"gen-aj-de-lengua","Ají de Lengua","Bolivian","lunch","4","medium","120","10","7","380","32","26","18","2","stovetop","dairy-free;high-protein","",""
"gen-chairo","Chairo","Bolivian","lunch","4","easy","45","10","6","210","6","42","3","5","stovetop","vegetarian;dairy-free","",""
"gen-caldo-de-huesos","Caldo de Huesos","Bolivian","lunch","4","easy","120","9","6","85","12","2","3","0","stovetop","dairy-free;gluten-free","",""
"gen-fricas","Fricasé","Bolivian","lunch","4","medium","90","10","7","410","32","28","18","3","stovetop","dairy-free;high-protein","",""
"gen-ranga-ranga","Ranga Ranga","Bolivian","lunch","4","medium","60","10","6","320","28","32","8","4","stovetop","dairy-free;high-protein","",""
"gen-silpancho","Silpancho","Bolivian","lunch","4","medium","55","10","7","480","28","42","20","3","stovetop","dairy-free;high-protein","",""
"gen-red-rice","Red Rice","Soul Food","dinner","4","easy","35","8","6","280","5","52","4","1","stovetop","vegetarian;dairy-free","",""
"gen-collard-green-soup","Collard Green Soup","Soul Food","lunch","4","easy","45","8","6","180","22","12","5","3","stovetop","high-protein","",""
"gen-cornmeal-mush","Cornmeal Mush","Soul Food","breakfast","4","easy","30","6","6","240","6","28","11","1","stovetop","vegetarian","",""
"gen-candied-yams","Candied Yams","Soul Food","dinner","4","easy","50","9","6","320","3","54","12","4","oven;stovetop","vegetarian;dairy-free","",""
"gen-hush-puppies","Hush Puppies","Soul Food","snack","3","medium","25","9","6","420","6","38","25","2","stovetop","vegetarian","",""
"gen-neck-bones-and-rice","Neck Bones and Rice","Soul Food","dinner","4","medium","90","9","6","480","28","48","16","1","stovetop","dairy-free;high-protein","",""
"gen-chili-con-carne","Chili Con Carne","Tex-Mex","dinner","4","easy","50","11","6","420","38","28","16","7","stovetop","dairy-free;high-protein","",""
"gen-fajitas","Fajitas","Tex-Mex","dinner","4","medium","30","10","6","480","42","36","18","3","stovetop","dairy-free;high-protein","",""
"gen-chile-con-queso","Chile Con Queso","Tex-Mex","snack","3","easy","15","8","5","380","16","12","30","0","stovetop","vegetarian","",""
"gen-chimichanga","Chimichanga","Tex-Mex","dinner","4","medium","40","10","6","640","32","44","38","6","stovetop","high-protein","",""
"gen-choclo-con-queso","Choclo con Queso","Ecuadorian","snack","4","easy","25","6","6","210","8","22","11","2","stovetop","vegetarian","",""
"gen-corvina-a-la-sal","Corvina a la Sal","Ecuadorian","dinner","4","medium","45","8","8","320","42","2","16","0","oven;stovetop","gluten-free;dairy-free;high-protein","",""
"gen-tigrillo","Tigrillo","Ecuadorian","breakfast","3","easy","20","7","7","340","12","38","16","2","stovetop","vegetarian","",""
"gen-moro-de-queso","Moro de Queso","Ecuadorian","lunch","4","medium","35","9","8","420","16","52","15","6","stovetop","vegetarian","",""
"gen-yahuarlocro","Yahuarlocro","Ecuadorian","lunch","4","hard","60","10","8","380","35","28","14","3","stovetop","gluten-free;dairy-free;high-protein","",""
"gen-chitlins","Chitlins","Soul Food","dinner","4","hard","120","9","8","440","48","4","24","1","stovetop","gluten-free;dairy-free;high-protein","",""
"gen-okra","Okra","Soul Food","dinner","4","easy","30","9","8","180","9","22","8","4","stovetop","gluten-free;dairy-free","",""
"gen-catfish","Catfish","Soul Food","lunch","4","easy","25","9","8","380","32","24","18","1","oven;stovetop","high-protein","",""
"gen-sweet-potato-pie","Sweet Potato Pie","Soul Food","snack","6","medium","90","10","8","280","5","38","12","2","oven;stovetop","vegetarian","",""
"gen-peach-cobbler","Peach Cobbler","Soul Food","snack","6","medium","60","10","8","340","4","62","11","2","oven;stovetop","vegetarian","",""
"gen-pique-a-lo-macho","Pique a lo Macho","Bolivian","dinner","4","medium","45","10","7","520","42","28","24","3","stovetop","high-protein","",""
"gen-quinua-rellena","Quinua Rellena","Bolivian","lunch","4","medium","50","10","7","480","35","42","18","4","oven;stovetop","high-protein","",""
"gen-lagua","Lagua","Bolivian","breakfast","2","easy","20","8","6","240","5","35","8","1","stovetop","vegetarian","",""
"gen-tucumanas","Tucumanas","Bolivian","snack","4","medium","40","10","7","580","18","48","32","2","stovetop","","",""
"gen-chicharr-n","Chicharrón","Bolivian","lunch","4","medium","90","10","7","520","48","32","20","4","stovetop","high-protein","",""
"gen-sopa-de-man","Sopa de Maní","Bolivian","lunch","4","medium","45","10","7","450","38","28","22","3","stovetop","high-protein","",""
"gen-touff-e","Étouffée","Cajun","dinner","4","medium","50","11","6","380","32","28","16","2","stovetop","high-protein","",""
"gen-andouille-sausage","Andouille Sausage","Cajun","dinner","4","hard","120","8","7","520","38","2","42","0","stovetop","high-protein","",""
"gen-gumbo-z-herbes","Gumbo Z'herbes","Cajun","lunch","4","medium","60","12","7","280","8","42","10","5","stovetop","vegetarian;vegan","",""
"gen-crawfish-bisque","Crawfish Bisque","Cajun","lunch","4","hard","90","12","7","420","34","15","26","2","stovetop","high-protein","",""
"gen-king-cake","King Cake","Cajun","snack","6","medium","120","11","7","385","6","68","9","1","oven;stovetop","vegetarian","",""
"gen-encebollado","Encebollado","Ecuadorian","breakfast","4","medium","45","10","7","320","38","22","8","2","stovetop","gluten-free;dairy-free;high-protein","",""
"gen-humitas","Humitas","Ecuadorian","snack","6","medium","60","10","7","175","6","18","9","2","stovetop","vegetarian;gluten-free","",""
"gen-llapingachos","Llapingachos","Ecuadorian","breakfast","4","easy","35","8","7","410","14","38","22","4","stovetop","vegetarian;gluten-free","",""
"gen-bol-n-de-verde","Bolón de Verde","Ecuadorian","breakfast","4","easy","30","8","7","385","12","42","18","3","stovetop","vegetarian;gluten-free","",""
"gen-caldo-de-patas","Caldo de Patas","Ecuadorian","lunch","4","hard","120","10","7","385","32","36","12","5","stovetop","gluten-free;dairy-free;high-protein","",""
"gen-seco-de-chivo","Seco de Chivo","Ecuadorian","lunch","4","medium","120","10","7","445","42","28","18","2","stovetop","gluten-free;dairy-free;high-protein","",""
"gen-fritada","Fritada","Ecuadorian","lunch","4","medium","120","10","7","520","45","30","22","3","stovetop","gluten-free;dairy-free;high-protein","",""
"gen-caldo-de-bolas","Caldo de Bolas","Ecuadorian","lunch","4","medium","75","10","7","340","18","42","10","4","stovetop","gluten-free;dairy-free","",""
"gen-empanadas-de-viento","Empanadas de Viento","Ecuadorian","snack","6","medium","90","9","7","285","7","24","17","1","stovetop","vegetarian","",""
"gen-nachos","Nachos","Tex-Mex","snack","4","easy","20","11","6","520","28","35","32","5","oven;stovetop","high-protein","",""
"gen-enchiladas-rojas","Enchiladas Rojas","Tex-Mex","dinner","4","medium","45","10","7","480","32","38","24","4","oven;stovetop","high-protein","",""
"gen-burrito","Burrito","Tex-Mex","lunch","2","easy","25","11","7","650","35","52","32","7","stovetop","high-protein","",""
"gen-taco-salad","Taco Salad","Tex-Mex","lunch","3","easy","20","12","7","580","30","42","35","8","stovetop","high-protein","",""
"gen-chalupas","Chalupas","Tex-Mex","lunch","3","medium","35","11","7","520","28","45","28","6","stovetop","high-protein","",""
"gen-chile-relleno-de-rajas","Chile Relleno de Rajas","Tex-Mex","dinner","3","medium","40","11","7","490","18","28","36","4","oven;stovetop","vegetarian","",""
"gen-tourti-re-du-lac-saint-jean","Tourtière du Lac-Saint-Jean","Québécois","dinner","4","hard","120","11","8","620","38","48","28","2","oven;stovetop","high-protein","",""
"gen-cip-te-du-lac-saint-jean","Cipâte du Lac-Saint-Jean","Québécois","dinner","4","hard","120","11","8","780","48","52","42","3","oven;stovetop","high-protein","",""
"gen-p-t-chinois","Pâté Chinois","Québécois","dinner","4","easy","35","11","6","620","36","48","28","4","oven;stovetop","high-protein","",""
"gen-cretons","Cretons","Québécois","breakfast","3","easy","45","10","7","380","28","14","26","1","stovetop","high-protein","",""
"gen-tarte-au-sucre","Tarte au Sucre","Québécois","snack","6","medium","50","7","6","320","2","42","16","0","oven;stovetop","vegetarian","",""
"gen-tire-d-rable-sur-la-neige","Tire d'Érable sur la Neige","Québécois","snack","4","medium","25","7","6","210","1","52","4","0","stovetop","vegetarian;dairy-free","",""
"gen-rago-t-de-pattes-de-cochon","Ragoût de Pattes de Cochon","Québécois","dinner","4","hard","120","10","6","420","38","18","22","3","stovetop","high-protein","",""
"gen-soupe-aux-pois","Soupe aux Pois","Québécois","lunch","6","easy","90","8","6","280","22","38","3","8","stovetop","high-protein","",""
"gen-cr-me-de-ma-s-qu-b-coise","Crème de Maïs Québécoise","Québécois","lunch","4","easy","30","8","6","310","6","28","21","3","stovetop","vegetarian","",""
"gen-bottine-de-chocolat","Bottine de Chocolat","Québécois","snack","6","medium","45","9","7","380","5","48","19","2","oven;stovetop","vegetarian","",""
"gen-pouding-ch-meur","Pouding Chômeur","Québécois","dinner","6","medium","50","10","8","420","3","92","8","0","oven;stovetop","vegetarian","",""
"gen-tourti-re-de-kamouraska","Tourtière de Kamouraska","Québécois","dinner","6","medium","100","10","7","480","34","32","26","2","oven;stovetop","high-protein","",""
"gen-tarte-au-sirop-d-rable","Tarte au Sirop d'Érable","Québécois","snack","6","medium","60","8","6","360","2","48","18","0","oven;stovetop","vegetarian","",""
"gen-p-t-la-viande","Pâté à la Viande","Québécois","lunch","6","hard","120","10","6","320","28","6","21","0","oven;stovetop","high-protein","",""
"gen-fruits-de-mer-la-qu-b-coise","Fruits de Mer à la Québécoise","Québécois","dinner","4","hard","45","10","8","420","52","6","18","0","stovetop","gluten-free;high-protein","",""
"gen-carotte-rap-e","Carotte Rapée","Québécois","lunch","4","easy","10","7","6","145","1","18","11","3","stovetop","vegetarian;vegan;gluten-free;dairy-free","",""
"gen-bagel-de-montr-al","Bagel de Montréal","Québécois","breakfast","2","medium","30","8","8","385","11","78","3","2","oven;stovetop","vegetarian","",""
"gen-salade-de-chou","Salade de Chou","Québécois","lunch","4","easy","15","7","6","210","2","15","17","3","stovetop","vegetarian;gluten-free","",""
"gen-jambon-glac-l-rable","Jambon Glacé à l'Érable","Québécois","dinner","6","medium","120","8","8","385","48","22","12","0","oven;stovetop","gluten-free;high-protein","",""
"gen-pain-de-ma-s-qu-b-cois","Pain de Maïs Québécois","Québécois","breakfast","6","easy","40","9","7","235","5","38","8","1","oven;stovetop","vegetarian","",""
"gen-tarte-aux-bleuets","Tarte aux Bleuets","Québécois","snack","6","medium","60","9","7","285","2","48","10","2","oven;stovetop","vegetarian","",""
"gen-chivito","Chivito","Uruguayan","lunch","2","medium","20","10","8","685","42","35","42","2","stovetop","high-protein","",""
"gen-empanada-criolla","Empanada Criolla","Uruguayan","snack","6","medium","45","10","8","385","15","32","22","1","oven;stovetop","","",""
"gen-chopp","Chopp","Uruguayan","snack","4","easy","10","8","7","320","18","22","18","1","stovetop","vegetarian;gluten-free","",""
"gen-terer","Tereré","Uruguayan","snack","2","easy","5","5","5","80","1","1","1","0","stovetop","vegan;gluten-free;dairy-free","",""
"gen-mate","Mate","Uruguayan","snack","3","easy","10","4","6","80","1","2","1","0","stovetop","vegan;gluten-free;dairy-free","",""
"gen-canelones","Canelones","Uruguayan","lunch","4","medium","60","8","8","480","28","35","24","2","oven;stovetop","high-protein","",""
"gen-flan-con-dulce-de-leche","Flan con Dulce de Leche","Uruguayan","dinner","6","medium","50","7","8","420","8","58","16","0","oven;stovetop","","",""
"gen-alfajor","Alfajor","Uruguayan","snack","6","medium","45","9","8","280","2","38","13","1","oven;stovetop","","",""
"gen-chaj","Chajá","Uruguayan","dinner","6","hard","75","7","9","520","6","62","28","1","stovetop","","",""
"gen-bizcochos-de-grasa","Bizcochos de Grasa","Uruguayan","breakfast","6","easy","35","8","8","180","3","24","8","0","oven;stovetop","","",""
"gen-boina-irlandesa","Boina Irlandesa","Uruguayan","dinner","6","medium","55","8","8","480","5","62","22","1","oven;stovetop","","",""
"gen-s-ndwich-de-miga","Sándwich de Miga","Uruguayan","lunch","2","easy","10","7","6","320","14","28","17","1","stovetop","","",""
"gen-tortilla-a-la-paisana","Tortilla a la Paisana","Uruguayan","lunch","4","medium","30","8","8","280","14","22","15","3","stovetop","vegetarian;gluten-free","",""
"gen-guiso-de-mondongo","Guiso de Mondongo","Uruguayan","lunch","4","medium","120","12","7","320","38","18","12","3","stovetop","high-protein","",""
"gen-puchero","Puchero","Uruguayan","lunch","4","medium","120","12","7","410","45","28","14","4","stovetop","high-protein","",""
"gen-revoltijo","Revoltijo","Uruguayan","lunch","3","medium","90","11","7","380","42","16","16","2","stovetop","high-protein","",""
"gen-flor-de-ceibo","Flor de Ceibo","Uruguayan","dinner","4","medium","45","9","7","420","4","52","22","0","oven;stovetop","vegetarian","",""
"gen-bu-uelos-de-algas","Buñuelos de Algas","Uruguayan","snack","3","medium","40","8","7","280","6","24","18","2","stovetop","vegetarian","",""
"gen-lobster-roll","Lobster Roll","New England","lunch","3","easy","20","9","6","480","35","22","28","1","stovetop","high-protein","",""
"gen-boston-cream-pie","Boston Cream Pie","New England","dinner","6","hard","120","11","9","450","5","58","22","1","oven;stovetop","vegetarian","",""
"gen-oyster-cracker","Oyster Cracker","New England","snack","4","easy","30","5","8","180","4","32","4","1","oven;stovetop","vegetarian","",""
"gen-codfish-cakes","Codfish Cakes","New England","lunch","3","medium","50","9","9","380","28","22","22","2","stovetop","high-protein","",""
"gen-clam-cake","Clam Cake","New England","snack","3","medium","40","9","8","340","18","28","18","1","stovetop","","",""
"gen-fried-clams","Fried Clams","New England","lunch","3","easy","25","10","7","380","18","32","18","1","stovetop","","",""
"gen-steamed-lobster","Steamed Lobster","New England","dinner","2","easy","35","8","7","420","38","2","29","0","stovetop","gluten-free;dairy-free;high-protein","",""
"gen-scallop-roll","Scallop Roll","New England","lunch","3","medium","30","10","7","410","24","28","22","2","oven;stovetop","high-protein","",""
"gen-shrimp-roll","Shrimp Roll","New England","lunch","3","easy","20","10","7","380","26","28","20","2","stovetop","high-protein","",""
"gen-new-england-pot-roast","New England Pot Roast","New England","dinner","4","medium","120","12","7","520","42","28","28","4","oven;stovetop","gluten-free;high-protein","",""
"gen-corn-chowder","Corn Chowder","New England","lunch","4","medium","40","11","7","360","8","38","20","3","stovetop","vegetarian;gluten-free","",""
"gen-johnnycakes","Johnnycakes","New England","breakfast","3","easy","25","8","7","340","6","42","16","2","stovetop","vegetarian","",""
"gen-baked-beans","Baked Beans","New England","dinner","4","easy","90","11","7","380","16","52","12","8","oven;stovetop","","",""
"gen-parker-house-roll","Parker House Roll","New England","dinner","2","medium","120","8","7","330","7","48","14","2","oven;stovetop","vegetarian","",""
"gen-clam-strip","Clam Strip","New England","snack","2","easy","15","10","7","320","12","24","20","1","stovetop","","",""
"gen-shave-ice","Shave Ice","Hawaiian","snack","4","easy","15","5","5","145","1","36","1","0","stovetop","vegetarian;vegan;dairy-free","",""
"gen-manapua","Manapua","Hawaiian","breakfast","6","medium","90","10","8","310","12","42","8","1","oven;stovetop","","",""
"gen-kalua-chicken","Kalua Chicken","Hawaiian","dinner","4","easy","120","7","7","385","48","2","20","0","stovetop","gluten-free;dairy-free;high-protein","",""
